rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
83,cardigan,Taylor Swift,1149318,70,1,43,https://i.scdn.co/image/ab67616d0000b273b1b3fdd23be4c158d4d2c32f,
126,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",903755,105,3,43,https://i.scdn.co/image/ab67616d0000b27325180571abce9472f61bd722,
