rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
106,End Game,"Taylor Swift, Ed Sheeran, Future",738939,114,46,41
143,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",606845,157,2,41
180,Look What You Made Me Do,Taylor Swift,523608,174,1,41
