rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
17,The Fate of Ophelia,Taylor Swift,3438841,15.0,1,204,204,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
105,Opalite,Taylor Swift,1818642,98.0,2,204,204,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
