title,track_id,spotify_url,previous_streams,new_streams,delta,reason,raw
The Best Day,5YbZZ2gYfvW1UvHHF4pVaD,https://open.spotify.com/track/5YbZZ2gYfvW1UvHHF4pVaD,45846523,45846523,0,same_total,45846523
The Last Time,7vvIpJZye5cRR6De1LKM0m,https://open.spotify.com/track/7vvIpJZye5cRR6De1LKM0m,72983122,72983122,0,same_total,72983122
Anti-Hero - Acoustic Version,2d3d9xZutJjmUpntiyHt3F,https://open.spotify.com/track/2d3d9xZutJjmUpntiyHt3F,38113341,38113341,0,same_total,38113341
Death By A Thousand Cuts - Live From Paris,3oF7Or7T35yhQbGxbCGvRX,https://open.spotify.com/track/3oF7Or7T35yhQbGxbCGvRX,45521802,45521802,0,same_total,45521802
"Sweeter Than Fiction - From ""One Chance"" Soundtrack",0RFCHlNuTeUHIB36VuVbOL,https://open.spotify.com/track/0RFCHlNuTeUHIB36VuVbOL,25659686,25659686,0,same_total,25659686
Treacherous,5kYFVSQoPu7yRpfiHBwMUk,https://open.spotify.com/track/5kYFVSQoPu7yRpfiHBwMUk,60565062,60565062,0,same_total,60565062
I Almost Do,5VwFkx7JOimOGTYfha5rs1,https://open.spotify.com/track/5VwFkx7JOimOGTYfha5rs1,67318884,67318884,0,same_total,67318884
If This Was A Movie,0vvt4IZOMkRug195S4MUq0,https://open.spotify.com/track/0vvt4IZOMkRug195S4MUq0,49191219,49191219,0,same_total,49191219
Love Story (Taylor's Version) - Elvira Remix,5RaBeejGtdPEszYEKYECs2,https://open.spotify.com/track/5RaBeejGtdPEszYEKYECs2,40403940,40403940,0,same_total,40403940
Stay Stay Stay,1qLeEu4iXEclkLwoBlMiou,https://open.spotify.com/track/1qLeEu4iXEclkLwoBlMiou,62933879,62933879,0,same_total,62933879
Come Back...Be Here,4qyalTRMRH5YuEntvvMvq0,https://open.spotify.com/track/4qyalTRMRH5YuEntvvMvq0,46928640,46928640,0,same_total,46928640
You're Not Sorry,4N419mmxYybTfAECy5j4dw,https://open.spotify.com/track/4N419mmxYybTfAECy5j4dw,51284782,51284782,0,same_total,51284782
Innocent,3kfgJql90tzgoxByioAMXR,https://open.spotify.com/track/3kfgJql90tzgoxByioAMXR,57222069,57222069,0,same_total,57222069
Lavender Haze - Acoustic Version,05kJkr80XEaZeN8kxyQoFp,https://open.spotify.com/track/05kJkr80XEaZeN8kxyQoFp,33911961,33911961,0,same_total,33911961
Starlight,0vqI4ZIMuifeKeItGiWbPj,https://open.spotify.com/track/0vqI4ZIMuifeKeItGiWbPj,47966300,47966300,0,same_total,47966300
Anti-Hero (feat. Bleachers),16M9Rxid0nXhVmme7lzVwN,https://open.spotify.com/track/16M9Rxid0nXhVmme7lzVwN,26996922,26996922,0,same_total,26996922
Lavender Haze - Snakehips Remix,6F67FNdOBNMFzxdj1CQ5pL,https://open.spotify.com/track/6F67FNdOBNMFzxdj1CQ5pL,18859081,18859081,0,same_total,18859081
The Lucky One,2wtHlpYSgC7xEdD3DrSHNL,https://open.spotify.com/track/2wtHlpYSgC7xEdD3DrSHNL,48109277,48109277,0,same_total,48109277
Back To December - Acoustic,6IH2Z54gYPLqgJtxZjX80i,https://open.spotify.com/track/6IH2Z54gYPLqgJtxZjX80i,81547658,81547658,0,same_total,81547658
Sad Beautiful Tragic,5QKhg4r4Ibt0LVTmWEXTEg,https://open.spotify.com/track/5QKhg4r4Ibt0LVTmWEXTEg,43831955,43831955,0,same_total,43831955
Tell Me Why,6vLpy7UPYuOa75Bkqocrcw,https://open.spotify.com/track/6vLpy7UPYuOa75Bkqocrcw,35453792,35453792,0,same_total,35453792
Mine - POP Mix,0GxW5K0qzrq7L1jwSY5OmY,https://open.spotify.com/track/0GxW5K0qzrq7L1jwSY5OmY,56743830,56743830,0,same_total,56743830
Lover - First Dance Remix,2msvOEbkK50foYf9BMXr2X,https://open.spotify.com/track/2msvOEbkK50foYf9BMXr2X,30214043,30214043,0,same_total,30214043
Christmas Tree Farm,4mKye6Z1kXuKolzMkJoKFA,https://open.spotify.com/track/4mKye6Z1kXuKolzMkJoKFA,288013420,288013420,0,same_total,288013420
Anti-Hero - ILLENIUM Remix,6C0H8ts9M6deezz0yYR6LK,https://open.spotify.com/track/6C0H8ts9M6deezz0yYR6LK,20907536,20907536,0,same_total,20907536
...Ready For It? - BloodPop® Remix,1Ygm9KdH3wbzDekO8JgxcW,https://open.spotify.com/track/1Ygm9KdH3wbzDekO8JgxcW,29876619,29876619,0,same_total,29876619
Lavender Haze - Felix Jaehn Remix,2M4tVhRXucLE9M3STv21Yi,https://open.spotify.com/track/2M4tVhRXucLE9M3STv21Yi,29234111,29234111,0,same_total,29234111
Change,0RdcBnAXyH2YZZvcBVu2k6,https://open.spotify.com/track/0RdcBnAXyH2YZZvcBVu2k6,30607071,30607071,0,same_total,30607071
Untouchable,6ovFJkdau79DuXEvQjPaNH,https://open.spotify.com/track/6ovFJkdau79DuXEvQjPaNH,26264541,26264541,0,same_total,26264541
Jump Then Fall,6WWvcA62QlnRguluWAk6bv,https://open.spotify.com/track/6WWvcA62QlnRguluWAk6bv,28801098,28801098,0,same_total,28801098
The Other Side Of The Door,1yDJcXc549N6AabNBzFAku,https://open.spotify.com/track/1yDJcXc549N6AabNBzFAku,17968937,17968937,0,same_total,17968937
willow - lonely witch version,0U0etHtpARihOUUY8Akc7y,https://open.spotify.com/track/0U0etHtpARihOUUY8Akc7y,19807822,19807822,0,same_total,19807822
willow - lonely witch version,77d7q9TNbsIDmRTDPkPv3L,https://open.spotify.com/track/77d7q9TNbsIDmRTDPkPv3L,19807822,19807822,0,same_total,19807822
Message In A Bottle (Fat Max G Remix) (Taylor's Version),3tGq7hWDCtrnL83y5OGual,https://open.spotify.com/track/3tGq7hWDCtrnL83y5OGual,24677295,24677295,0,same_total,24677295
The Archer - Live From Paris,2fgiBCtbWo8pijF6M7pN1i,https://open.spotify.com/track/2fgiBCtbWo8pijF6M7pN1i,15264759,15264759,0,same_total,15264759
Haunted - Acoustic Version,62rlxI6g2PNaWsHoiRryto,https://open.spotify.com/track/62rlxI6g2PNaWsHoiRryto,28070930,28070930,0,same_total,28070930
willow - 90's trend remix,77p4fRpoeiZMtUy3P9kN21,https://open.spotify.com/track/77p4fRpoeiZMtUy3P9kN21,15813820,15813820,0,same_total,15813820
All Too Well (10 Minute Version) (The Short Film),1u4HUiREUR6vX1W1RYG2Tm,https://open.spotify.com/track/1u4HUiREUR6vX1W1RYG2Tm,17022033,17022033,0,same_total,17022033
willow - dancing witch version (Elvira remix),2NnrAdjE9cPdMklonMBuAv,https://open.spotify.com/track/2NnrAdjE9cPdMklonMBuAv,43280220,43280220,0,same_total,43280220
Lover - Live From Paris,4lD3RXyvHpJsM3BhIEC4aA,https://open.spotify.com/track/4lD3RXyvHpJsM3BhIEC4aA,13899917,13899917,0,same_total,13899917
I Can Do It With a Broken Heart - Dombresky Remix,0hFF0aqyjDwDh6SQwRbTyx,https://open.spotify.com/track/0hFF0aqyjDwDh6SQwRbTyx,7840431,7840431,0,same_total,7840431
The Moment I Knew,5AsmAjBSSQjRPWgAYIp8tm,https://open.spotify.com/track/5AsmAjBSSQjRPWgAYIp8tm,34414465,34414465,0,same_total,34414465
Forever & Always - Piano Version,13MAWVUSkbGMUi6I7RowRK,https://open.spotify.com/track/13MAWVUSkbGMUi6I7RowRK,29900810,29900810,0,same_total,29900810
Girl At Home,6cf6rLb8qcklvJv90W6HCW,https://open.spotify.com/track/6cf6rLb8qcklvJv90W6HCW,25441486,25441486,0,same_total,25441486
Superman,2R7C9dDqv1UPycvepBFziA,https://open.spotify.com/track/2R7C9dDqv1UPycvepBFziA,28271070,28271070,0,same_total,28271070
Wood - Track by Track,20QSU9vg05qYSDVgOTAwPp,https://open.spotify.com/track/20QSU9vg05qYSDVgOTAwPp,620578,620578,0,same_total,620578
Come In With The Rain,0cEG04R5cldkTLzK6phlcn,https://open.spotify.com/track/0cEG04R5cldkTLzK6phlcn,19178268,19178268,0,same_total,19178268
Should've Said No - The 3D Concert Experience,06FXaDDdg0BzXl15cthMS5,https://open.spotify.com/track/06FXaDDdg0BzXl15cthMS5,15345898,15345898,0,same_total,15345898
The Man - Live From Paris,7FKbTRXXIWVFQmPH8zGfU0,https://open.spotify.com/track/7FKbTRXXIWVFQmPH8zGfU0,23940635,23940635,0,same_total,23940635
SuperStar,0XfTh16YcKPzdxMPTeKTAq,https://open.spotify.com/track/0XfTh16YcKPzdxMPTeKTAq,15799377,15799377,0,same_total,15799377
Honey - Track by Track,5EwypOO9NEI7MvjPOYZtWk,https://open.spotify.com/track/5EwypOO9NEI7MvjPOYZtWk,1001369,1001369,0,same_total,1001369
State Of Grace - Acoustic,5G9AVKld9q7DCrmoY42raf,https://open.spotify.com/track/5G9AVKld9q7DCrmoY42raf,25777493,25777493,0,same_total,25777493
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,1IsquhJFJ0qcFZI7FeAEuN,https://open.spotify.com/track/1IsquhJFJ0qcFZI7FeAEuN,14725393,14725393,0,same_total,14725393
Last Christmas,2IprIjGNRlj3TfqUWCAo0C,https://open.spotify.com/track/2IprIjGNRlj3TfqUWCAo0C,43938393,43938393,0,same_total,43938393
You Need To Calm Down - Live From Paris,36a08nLG1xazGaaVKK0vv7,https://open.spotify.com/track/36a08nLG1xazGaaVKK0vv7,9924423,9924423,0,same_total,9924423
You Need To Calm Down - Clean Bandit Remix,7Bjf96uNizpvXLvNyOJpst,https://open.spotify.com/track/7Bjf96uNizpvXLvNyOJpst,18453896,18453896,0,same_total,18453896
Wildest Dreams (Arr. Lawson for Harp),3Ng1BPUR5qf6vQ1AizIA0D,https://open.spotify.com/track/3Ng1BPUR5qf6vQ1AizIA0D,1794840,1794840,0,same_total,1794840
ME! - Live From Paris,5fOV54t6mMYv3H9CsnvU81,https://open.spotify.com/track/5fOV54t6mMYv3H9CsnvU81,9692192,9692192,0,same_total,9692192
Opalite - Skream Remix,1VCcPLfDiR1S9PJaSp5qm5,https://open.spotify.com/track/1VCcPLfDiR1S9PJaSp5qm5,579695,579695,0,same_total,579695
Red - Original Demo Recording,4mqgn90sCeVSYqcoftTQTd,https://open.spotify.com/track/4mqgn90sCeVSYqcoftTQTd,19177142,19177142,0,same_total,19177142
Treacherous - Original Demo Recording,7BT9K9BDqq6HI2oWH5UMZQ,https://open.spotify.com/track/7BT9K9BDqq6HI2oWH5UMZQ,17998510,17998510,0,same_total,17998510
The Last Time - Karaoke Version,3vM04liQIPwzatRCDvWvba,https://open.spotify.com/track/3vM04liQIPwzatRCDvWvba,1743326,1743326,0,same_total,1743326
willow - moonlit witch version,5XkJj6sV2XLMaURdmdXgNx,https://open.spotify.com/track/5XkJj6sV2XLMaURdmdXgNx,10682853,10682853,0,same_total,10682853
willow - moonlit witch version,5F7hpFKLmWgMHGxQuwssuv,https://open.spotify.com/track/5F7hpFKLmWgMHGxQuwssuv,10682853,10682853,0,same_total,10682853
Love Story - Digital Dog Remix,3RNDw7yywLNyawDKV99hTx,https://open.spotify.com/track/3RNDw7yywLNyawDKV99hTx,11447948,11447948,0,same_total,11447948
The Fate of Ophelia - Track by Track,5k9RjjuYyOMCLL81U8FaHT,https://open.spotify.com/track/5k9RjjuYyOMCLL81U8FaHT,1670627,1670627,0,same_total,1670627
Anti-Hero - Roosevelt Remix,4XiypEn8iKbeP1TbTqdfk5,https://open.spotify.com/track/4XiypEn8iKbeP1TbTqdfk5,4695406,4695406,0,same_total,4695406
Haunted - Live/2011,6znB7YZhMJT2B83zfbiyLq,https://open.spotify.com/track/6znB7YZhMJT2B83zfbiyLq,7341423,7341423,0,same_total,7341423
Delicate - Sawyr And Ryan Tedder Mix,6SYwJcqaltK2WFRmD1unUV,https://open.spotify.com/track/6SYwJcqaltK2WFRmD1unUV,8702028,8702028,0,same_total,8702028
Enchanted - Live/2011,3lm4L3pPL32PFy74dR17OR,https://open.spotify.com/track/3lm4L3pPL32PFy74dR17OR,9124123,9124123,0,same_total,9124123
Elizabeth Taylor - Track by Track,3r9fAceWmaDFvbNiTnFiLr,https://open.spotify.com/track/3r9fAceWmaDFvbNiTnFiLr,1475891,1475891,0,same_total,1475891
I Can Do It With a Broken Heart - Instrumental,2PGIFYRG1XWsPqNG14hgD1,https://open.spotify.com/track/2PGIFYRG1XWsPqNG14hgD1,5087355,5087355,0,same_total,5087355
Lavender Haze - Tensnake Remix,7kjSmkSo15pHlkb0mOQtfj,https://open.spotify.com/track/7kjSmkSo15pHlkb0mOQtfj,4591710,4591710,0,same_total,4591710
Father Figure - Track by Track,2NGGvVcfb2m2NbVaXHC3gb,https://open.spotify.com/track/2NGGvVcfb2m2NbVaXHC3gb,1308638,1308638,0,same_total,1308638
Opalite - Track by Track,5SkuikJwvwfEvNyCepGkq3,https://open.spotify.com/track/5SkuikJwvwfEvNyCepGkq3,1372501,1372501,0,same_total,1372501
Anti-Hero - Jayda G Remix,4YrpqEBNuz7IMsZtUP6bNQ,https://open.spotify.com/track/4YrpqEBNuz7IMsZtUP6bNQ,9557955,9557955,0,same_total,9557955
Sparks Fly - Live/2011,1aBJNc2thaKyh5THWzIqHX,https://open.spotify.com/track/1aBJNc2thaKyh5THWzIqHX,10258118,10258118,0,same_total,10258118
Last Kiss - Live/2011,6hH37tyeRdyan1mAppmVor,https://open.spotify.com/track/6hH37tyeRdyan1mAppmVor,7078235,7078235,0,same_total,7078235
Teardrops On My Guitar,60oZARTE1kCh5ntBfeO1XB,https://open.spotify.com/track/60oZARTE1kCh5ntBfeO1XB,14499752,14499752,0,same_total,14499752
Opalite - Official Music Video Extended Version Part 2,7EWLNUpx0QWUCYfmBJS9qb,https://open.spotify.com/track/7EWLNUpx0QWUCYfmBJS9qb,1024140,1024140,0,same_total,1024140
Better Than Revenge - Live/2011,6505MLhnqTDDg4tjoUz2Wp,https://open.spotify.com/track/6505MLhnqTDDg4tjoUz2Wp,7787379,7787379,0,same_total,7787379
Eldest Daughter - Track by Track,0wAvTNz81YTUhLFWuWJSAV,https://open.spotify.com/track/0wAvTNz81YTUhLFWuWJSAV,1219156,1219156,0,same_total,1219156
Long Live - Live/2011,5QkzyLUb4ggojNDp8G2OxX,https://open.spotify.com/track/5QkzyLUb4ggojNDp8G2OxX,7492150,7492150,0,same_total,7492150
Ruin The Friendship - Track by Track,6NUy8xajng5zMSGJRKniAG,https://open.spotify.com/track/6NUy8xajng5zMSGJRKniAG,1125146,1125146,0,same_total,1125146
Wi$h Li$t - Track by Track,5yrrh7VYFMCNjUOIMzGNp5,https://open.spotify.com/track/5yrrh7VYFMCNjUOIMzGNp5,1069939,1069939,0,same_total,1069939
Opalite - Official Music Video Extended Version Part 1,7vf4GBEJmv0uXojpr5qPMX,https://open.spotify.com/track/7vf4GBEJmv0uXojpr5qPMX,1120154,1120154,0,same_total,1120154
The Story Of Us - Live,72GIZuUXo14oyrS0si3Rgc,https://open.spotify.com/track/72GIZuUXo14oyrS0si3Rgc,8120026,8120026,0,same_total,8120026
Actually Romantic - Track by Track,6FJemhBlVTGTCgrrrLam3D,https://open.spotify.com/track/6FJemhBlVTGTCgrrrLam3D,1108862,1108862,0,same_total,1108862
Dear John - Live/2011,4DbI1rr4IQ2bc8nejy9ttd,https://open.spotify.com/track/4DbI1rr4IQ2bc8nejy9ttd,7659112,7659112,0,same_total,7659112
CANCELLED! - Track by Track,6JNM6pLKbXMGG2opeExCb2,https://open.spotify.com/track/6JNM6pLKbXMGG2opeExCb2,1038084,1038084,0,same_total,1038084
The Life of a Showgirl - Track by Track,42TAweWJJ9YlQ47T5nesu5,https://open.spotify.com/track/42TAweWJJ9YlQ47T5nesu5,924060,924060,0,same_total,924060
Mine - Live/2011,7yndkPYP6YQQLBpPsizDfh,https://open.spotify.com/track/7yndkPYP6YQQLBpPsizDfh,7928323,7928323,0,same_total,7928323
Ronan,0Nw8hv79MLJa1yjtsEgz08,https://open.spotify.com/track/0Nw8hv79MLJa1yjtsEgz08,7634414,7634414,0,same_total,7634414
Mean - Live/2011,7mFiEij8AXPUZB7aKLbUlQ,https://open.spotify.com/track/7mFiEij8AXPUZB7aKLbUlQ,7896767,7896767,0,same_total,7896767
Speak Now - Live/2011,3QFB14MOUf3imlyISNmrbT,https://open.spotify.com/track/3QFB14MOUf3imlyISNmrbT,6973321,6973321,0,same_total,6973321
Christmases When You Were Mine,1g09DZjQ7yBommCT6POY2n,https://open.spotify.com/track/1g09DZjQ7yBommCT6POY2n,11529022,11529022,0,same_total,11529022
Ours - Live/2011,68QyrSzpnoU04AAhE5z8lj,https://open.spotify.com/track/68QyrSzpnoU04AAhE5z8lj,7398816,7398816,0,same_total,7398816
Cruel Summer - LP Giobbi Remix - Extended Version,0ISHfeb30gj4CSWUZYuesj,https://open.spotify.com/track/0ISHfeb30gj4CSWUZYuesj,1238259,1238259,0,same_total,1238259
Beautiful Eyes - Live From Clear Channel Stripped 2008,4aBW31cmkA7BLColUsMEeZ,https://open.spotify.com/track/4aBW31cmkA7BLColUsMEeZ,2551631,2551631,0,same_total,2551631
Love Story - Live From Clear Channel Stripped 2008,4RBKAqJ3qyvvriDG0s9IJ3,https://open.spotify.com/track/4RBKAqJ3qyvvriDG0s9IJ3,2846291,2846291,0,same_total,2846291
Lavender Haze - Jungle Remix,0ThxqUZ9PwS6n0UT5i1XH6,https://open.spotify.com/track/0ThxqUZ9PwS6n0UT5i1XH6,3084901,3084901,0,same_total,3084901
Silent Night,1cJkUN5LAotktryx2nPCr7,https://open.spotify.com/track/1cJkUN5LAotktryx2nPCr7,8185018,8185018,0,same_total,8185018
Christmas Must Be Something More,31JVjy3XWnh6C2zf4kLCXN,https://open.spotify.com/track/31JVjy3XWnh6C2zf4kLCXN,9761541,9761541,0,same_total,9761541
Santa Baby,71IScwIe7bcIlpnlkbKVQw,https://open.spotify.com/track/71IScwIe7bcIlpnlkbKVQw,16780562,16780562,0,same_total,16780562
Fearless - Live From Clear Channel Stripped 2008,5g7RMU3cV7zXWH244BLe7G,https://open.spotify.com/track/5g7RMU3cV7zXWH244BLe7G,1750202,1750202,0,same_total,1750202
Style - Karaoke Version,1Qicm51crXMvUuH4SMjobT,https://open.spotify.com/track/1Qicm51crXMvUuH4SMjobT,877336,877336,0,same_total,877336
Christmas Tree Farm - Old Timey Version,50ho0AOvkm8E5l8zf7OfJI,https://open.spotify.com/track/50ho0AOvkm8E5l8zf7OfJI,15229397,15229397,0,same_total,15229397
White Christmas,7GZ3KDorsc1yWndEtzGTjf,https://open.spotify.com/track/7GZ3KDorsc1yWndEtzGTjf,8589083,8589083,0,same_total,8589083
Fortnight (feat. Post Malone) - Cults Remix,7pM01Cfj8vt7z3qI2TveNT,https://open.spotify.com/track/7pM01Cfj8vt7z3qI2TveNT,2117925,2117925,0,same_total,2117925
Love Story - Pop Mix,5lA0yK8S5tP3xoaRMCp4Ug,https://open.spotify.com/track/5lA0yK8S5tP3xoaRMCp4Ug,4519806,4519806,0,same_total,4519806
Untouchable - Live From Clear Channel Stripped 2008,4MbHDiHQjhmoVAV75G04Ql,https://open.spotify.com/track/4MbHDiHQjhmoVAV75G04Ql,1129396,1129396,0,same_total,1129396
I Know Places - Voice Memo,4JQm7ebhsrt10wmrP6AfXL,https://open.spotify.com/track/4JQm7ebhsrt10wmrP6AfXL,6392344,6392344,0,same_total,6392344
You're Not Sorry - CSI Remix,4VbErhGDMTnvPAnt5z70DL,https://open.spotify.com/track/4VbErhGDMTnvPAnt5z70DL,2525202,2525202,0,same_total,2525202
Blank Space - Voice Memo,0yisH8r0f3Mkq34kjzUlCV,https://open.spotify.com/track/0yisH8r0f3Mkq34kjzUlCV,5203806,5203806,0,same_total,5203806
I Wish You Would - Voice Memo,4TtyvyI42C0KFnbDZvNC8Y,https://open.spotify.com/track/4TtyvyI42C0KFnbDZvNC8Y,4907250,4907250,0,same_total,4907250
Call It What You Want - Karaoke Version,1VPHQriwOsy5aGHLwwZyho,https://open.spotify.com/track/1VPHQriwOsy5aGHLwwZyho,547159,547159,0,same_total,547159
Picture To Burn - Live From Clear Channel Stripped 2008,7EvU9pRoJ9Xs7anx0P7tEc,https://open.spotify.com/track/7EvU9pRoJ9Xs7anx0P7tEc,1025627,1025627,0,same_total,1025627
...Ready For It? - Karaoke Version,4twNUyTpLMPWokYmCdFDCH,https://open.spotify.com/track/4twNUyTpLMPWokYmCdFDCH,927426,927426,0,same_total,927426
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,4DjevQhsPWULcondN4mRh5,https://open.spotify.com/track/4DjevQhsPWULcondN4mRh5,1053640,1053640,0,same_total,1053640
Should've Said No - Live From Clear Channel Stripped 2008,5a9hUL6ZuiagZhazwrtwHF,https://open.spotify.com/track/5a9hUL6ZuiagZhazwrtwHF,1048967,1048967,0,same_total,1048967
Change - Live From Clear Channel Stripped 2008,69o9kr9UexjzeZDE8yD8dQ,https://open.spotify.com/track/69o9kr9UexjzeZDE8yD8dQ,745346,745346,0,same_total,745346
Look What You Made Me Do - Karaoke Version,1zz0XSmHCFd57ne04UAp38,https://open.spotify.com/track/1zz0XSmHCFd57ne04UAp38,772349,772349,0,same_total,772349
Dress - Karaoke Version,2k0w1FGqvzVPgQ9VdTaJpe,https://open.spotify.com/track/2k0w1FGqvzVPgQ9VdTaJpe,379075,379075,0,same_total,379075
Don't Blame Me - Karaoke Version,5JtXBqKLdfzwedmlUjjqAm,https://open.spotify.com/track/5JtXBqKLdfzwedmlUjjqAm,853824,853824,0,same_total,853824
Delicate - Karaoke Version,5Iadj8IBPrt634WW0yGPRI,https://open.spotify.com/track/5Iadj8IBPrt634WW0yGPRI,643804,643804,0,same_total,643804
Christmas Tree Farm - Recorded Live at the 2019 iHeartRadio Jingle Ball,1alAo6dYalSx8yZUn17JxF,https://open.spotify.com/track/1alAo6dYalSx8yZUn17JxF,2926462,2926462,0,same_total,2926462
Blank Space - Karaoke Version,6N6V2v89hS4N9ossON5f9R,https://open.spotify.com/track/6N6V2v89hS4N9ossON5f9R,789450,789450,0,same_total,789450
Shake It Off - Karaoke Version,4omftH10jc82Sj8VJ395C7,https://open.spotify.com/track/4omftH10jc82Sj8VJ395C7,623972,623972,0,same_total,623972
End Game - Karaoke Version,4cag67C3v9ToeFivUwDUsE,https://open.spotify.com/track/4cag67C3v9ToeFivUwDUsE,444235,444235,0,same_total,444235
Getaway Car - Karaoke Version,7bdyzcQ0onk60hfsxDCd2X,https://open.spotify.com/track/7bdyzcQ0onk60hfsxDCd2X,526539,526539,0,same_total,526539
I Did Something Bad - Karaoke Version,2hecdut2HWM5JMHqLTWThq,https://open.spotify.com/track/2hecdut2HWM5JMHqLTWThq,522854,522854,0,same_total,522854
New Year's Day - Karaoke Version,13tYZVTtzLUJTlM7m1ivbi,https://open.spotify.com/track/13tYZVTtzLUJTlM7m1ivbi,383354,383354,0,same_total,383354
Gorgeous - Karaoke Version,3ZHTwJzCNDFvjLpVQiqpH6,https://open.spotify.com/track/3ZHTwJzCNDFvjLpVQiqpH6,405929,405929,0,same_total,405929
Dancing With Our Hands Tied - Karaoke Version,3ZfvKQxJp4zZshiJsRPoD1,https://open.spotify.com/track/3ZfvKQxJp4zZshiJsRPoD1,396401,396401,0,same_total,396401
So It Goes... - Karaoke Version,5oJUjUsBZcqyEhOdpif37h,https://open.spotify.com/track/5oJUjUsBZcqyEhOdpif37h,325419,325419,0,same_total,325419
King Of My Heart - Karaoke Version,5EsfyTD26nlVQ0DtYo16uJ,https://open.spotify.com/track/5EsfyTD26nlVQ0DtYo16uJ,369160,369160,0,same_total,369160
Love Story - Instrumental with BGV,2GZNZLMvT3gjCEPd6NNvvQ,https://open.spotify.com/track/2GZNZLMvT3gjCEPd6NNvvQ,635682,635682,0,same_total,635682
Hey Stephen - Commentary,7Ae2hYOcJmLbGCYIA3M1VM,https://open.spotify.com/track/7Ae2hYOcJmLbGCYIA3M1VM,570641,570641,0,same_total,570641
This Is Why We Can't Have Nice Things - Karaoke Version,0MtU9ETYyVX8YPBDCYPdMb,https://open.spotify.com/track/0MtU9ETYyVX8YPBDCYPdMb,343877,343877,0,same_total,343877
Love Story - J Stax Radio Mix,4i0M7glXqIIRKPwbLtpExi,https://open.spotify.com/track/4i0M7glXqIIRKPwbLtpExi,1404566,1404566,0,same_total,1404566
