title,track_id,spotify_url,previous_streams,new_streams,delta,reason,raw
The Manuscript,1DTRUYVd8rYpla9hhVVwjo,https://open.spotify.com/track/1DTRUYVd8rYpla9hhVVwjo,106791830,106791830,0,same_total,106791830
'tis the damn season,6sQckd3Z8NPxVVKUnavY1F,https://open.spotify.com/track/6sQckd3Z8NPxVVKUnavY1F,339888066,339888066,0,same_total,339888066
Paris,5tWxKWq1DSP1s9WQ5PWuqu,https://open.spotify.com/track/5tWxKWq1DSP1s9WQ5PWuqu,240526845,240526845,0,same_total,240526845
So It Goes...,5PxFv9yJEg9dxvbZggykro,https://open.spotify.com/track/5PxFv9yJEg9dxvbZggykro,246008286,246008286,0,same_total,246008286
Red,0cITLOYn1Sv4q27zZPqlNK,https://open.spotify.com/track/0cITLOYn1Sv4q27zZPqlNK,294234380,294234380,0,same_total,294234380
Bad Blood (feat. Kendrick Lamar),6xsEAm6w9oMQYYg3jkEkMT,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT,226351639,226351639,0,same_total,226351639
thanK you aIMee,7ogK4lJDVDMU6A6vYR5rvD,https://open.spotify.com/track/7ogK4lJDVDMU6A6vYR5rvD,134987387,134987387,0,same_total,134987387
Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,https://open.spotify.com/track/4pNApnaUWAL2J4KO2eqokq,158557963,158557963,0,same_total,158557963
The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,https://open.spotify.com/track/6pYNq0ZwpPVazKzsqpf0G8,228061665,228061665,0,same_total,228061665
long story short,2o2sgVJIgFXk8GQjWTgI6U,https://open.spotify.com/track/2o2sgVJIgFXk8GQjWTgI6U,258919732,258919732,0,same_total,258919732
Bad Blood (Taylor's Version),64FzgoLZ3oXu2SriZblHic,https://open.spotify.com/track/64FzgoLZ3oXu2SriZblHic,152442167,152442167,0,same_total,152442167
This Is Why We Can't Have Nice Things,07NxDD1iKCHbAldceD7QLP,https://open.spotify.com/track/07NxDD1iKCHbAldceD7QLP,282146306,282146306,0,same_total,282146306
The Fate of Ophelia - The Chainsmokers Remix,3JNaLxAymiSUMrmjOarjeo,https://open.spotify.com/track/3JNaLxAymiSUMrmjOarjeo,14524210,14524210,0,same_total,14524210
Cassandra,0g4fMVo4JjwnIpTfFfLdxS,https://open.spotify.com/track/0g4fMVo4JjwnIpTfFfLdxS,122853261,122853261,0,same_total,122853261
Mean,0KztjtD3ytzgYjUKIVfBnW,https://open.spotify.com/track/0KztjtD3ytzgYjUKIVfBnW,265891015,265891015,0,same_total,265891015
Fearless,6zV8AVM9eVfdG7Qahwd64R,https://open.spotify.com/track/6zV8AVM9eVfdG7Qahwd64R,148461514,148461514,0,same_total,148461514
Wonderland (Taylor's Version),6HRsJu8vcnzYDN4t0570FY,https://open.spotify.com/track/6HRsJu8vcnzYDN4t0570FY,122184391,122184391,0,same_total,122184391
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor's Version),0y6kdSRCVQhSsHSpWvTUm7,https://open.spotify.com/track/0y6kdSRCVQhSsHSpWvTUm7,163725344,163725344,0,same_total,163725344
Dear Reader,10GRRCR5fctuOF4GFmATJI,https://open.spotify.com/track/10GRRCR5fctuOF4GFmATJI,176483914,176483914,0,same_total,176483914
Teardrops On My Guitar - Radio Single Remix,7zMcNqs55Mxer82bvZFkpg,https://open.spotify.com/track/7zMcNqs55Mxer82bvZFkpg,263264974,263264974,0,same_total,263264974
I Wish You Would (Taylor's Version),43y1WpBdnEy5TR9aZoSQL9,https://open.spotify.com/track/43y1WpBdnEy5TR9aZoSQL9,137480097,137480097,0,same_total,137480097
coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,https://open.spotify.com/track/3k7ne7VmH43ZPWxPdvPUgR,232152724,232152724,0,same_total,232152724
The Story Of Us (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,https://open.spotify.com/track/6dTA6y0C2ReQklntzZl8l3,146590179,146590179,0,same_total,146590179
Foolish One (Taylor's Version) (From The Vault),4s8BIKx4Zh6ryAEz8RTlaU,https://open.spotify.com/track/4s8BIKx4Zh6ryAEz8RTlaU,136126497,136126497,0,same_total,136126497
How You Get The Girl (Taylor's Version),733OhaXQIHY7BKtY3vnSkn,https://open.spotify.com/track/733OhaXQIHY7BKtY3vnSkn,122011785,122011785,0,same_total,122011785
High Infidelity,1SztNGCwEHJEVFx90E5g7D,https://open.spotify.com/track/1SztNGCwEHJEVFx90E5g7D,200014061,200014061,0,same_total,200014061
Opalite - BUNT. Remix,0E3Vtmgzk067KASoo0HwzV,https://open.spotify.com/track/0E3Vtmgzk067KASoo0HwzV,4231140,4231140,0,same_total,4231140
Robin,2CnjDMdpRjlWv04Xk3s6MW,https://open.spotify.com/track/2CnjDMdpRjlWv04Xk3s6MW,93951030,93951030,0,same_total,93951030
Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,https://open.spotify.com/track/0v4z1tuZvn6LGknom9Qx7d,166970186,166970186,0,same_total,166970186
Suburban Legends (Taylor's Version) (From The Vault),6M9ppdfFjR1AbpUl3Y8DcV,https://open.spotify.com/track/6M9ppdfFjR1AbpUl3Y8DcV,158864627,158864627,0,same_total,158864627
Haunted (Taylor's Version),4tMzIAFTFdqGBQLdfbPces,https://open.spotify.com/track/4tMzIAFTFdqGBQLdfbPces,126306480,126306480,0,same_total,126306480
Untouchable (Taylor's Version),0tQ9vBYpldCuikPsbgOVKA,https://open.spotify.com/track/0tQ9vBYpldCuikPsbgOVKA,85402464,85402464,0,same_total,85402464
Better Than Revenge (Taylor's Version),0NwGC0v03ysCYINtg6ns58,https://open.spotify.com/track/0NwGC0v03ysCYINtg6ns58,181079541,181079541,0,same_total,181079541
I Know Places (Taylor's Version),1ULabO0PEsdJekqVH6G10G,https://open.spotify.com/track/1ULabO0PEsdJekqVH6G10G,118702789,118702789,0,same_total,118702789
Mine,6LZaxlycSWrJZ4Volb25qx,https://open.spotify.com/track/6LZaxlycSWrJZ4Volb25qx,251812817,251812817,0,same_total,251812817
Timeless (Taylor's Version) (From The Vault),1HCdems7PQZRj42QDWLA0A,https://open.spotify.com/track/1HCdems7PQZRj42QDWLA0A,128536878,128536878,0,same_total,128536878
Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,https://open.spotify.com/track/5xXqyjLicvEpch72qEryFT,145724308,145724308,0,same_total,145724308
it's time to go - bonus track,1kdWw77ZpYOkhxeuhzU1j6,https://open.spotify.com/track/1kdWw77ZpYOkhxeuhzU1j6,149388402,149388402,0,same_total,149388402
State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,https://open.spotify.com/track/6lzc0Al0zfZOIFsFvBS1ki,161867025,161867025,0,same_total,161867025
All You Had To Do Was Stay,6aLOekfwbytwWvQftxTEF0,https://open.spotify.com/track/6aLOekfwbytwWvQftxTEF0,245762531,245762531,0,same_total,245762531
Sparks Fly,46NGAvL695VnbcSeTmQWmM,https://open.spotify.com/track/46NGAvL695VnbcSeTmQWmM,209210449,209210449,0,same_total,209210449
I Almost Do (Taylor's Version),2r9CbjYgFhtAmcFv1cSquB,https://open.spotify.com/track/2r9CbjYgFhtAmcFv1cSquB,125723137,125723137,0,same_total,125723137
Dear John (Taylor's Version),1zU8j1x3yi9xalMF96pzKp,https://open.spotify.com/track/1zU8j1x3yi9xalMF96pzKp,149672452,149672452,0,same_total,149672452
Lover (Remix) [feat. Shawn Mendes],3i9UVldZOE0aD0JnyfAZZ0,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,330915653,330915653,0,same_total,330915653
Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,https://open.spotify.com/track/73qMN9bXy7MSPwwGfH3wQr,135559170,135559170,0,same_total,135559170
Opalite - Ely Oaks Remix,5t1wMjV9ldVDdYs4l7mG2g,https://open.spotify.com/track/5t1wMjV9ldVDdYs4l7mG2g,2376026,2376026,0,same_total,2376026
Wi$h Li$t - Settled Down Acoustic Version,1qwClaxDb5fCrLjXaAmB35,https://open.spotify.com/track/1qwClaxDb5fCrLjXaAmB35,13883848,13883848,0,same_total,13883848
Should've Said No,16MVSD0mGI4RMQT83Qzm69,https://open.spotify.com/track/16MVSD0mGI4RMQT83Qzm69,156960048,156960048,0,same_total,156960048
Soon You'll Get Better (feat. The Chicks),4AYtqFyFbX0Xkc2wtcygTr,https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr,178641987,178641987,0,same_total,178641987
Never Grow Up (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,https://open.spotify.com/track/2EFZ9emtKWEglWUQGEQ3P9,89073195,89073195,0,same_total,89073195
All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,1n3b9Eekoy3S9ZSZ5DmTW1,https://open.spotify.com/track/1n3b9Eekoy3S9ZSZ5DmTW1,73447252,73447252,0,same_total,73447252
Glitch,7C0w28EsX0Um2FrZs9gso2,https://open.spotify.com/track/7C0w28EsX0Um2FrZs9gso2,157967227,157967227,0,same_total,157967227
Forever & Always (Taylor's Version),1msEuwSBneBKpVCZQcFTsU,https://open.spotify.com/track/1msEuwSBneBKpVCZQcFTsU,147625818,147625818,0,same_total,147625818
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),6qAcApH8obo8eqatCKUHd9,https://open.spotify.com/track/6qAcApH8obo8eqatCKUHd9,136514822,136514822,0,same_total,136514822
Mean (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,https://open.spotify.com/track/30Y4CV7A6YqtQtTTo7Ue4j,139026598,139026598,0,same_total,139026598
Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),4e3ZNTAV6PCrdYMUrUlMpQ,https://open.spotify.com/track/4e3ZNTAV6PCrdYMUrUlMpQ,122245773,122245773,0,same_total,122245773
Tim McGraw,0Om9WAB5RS09L80DyOfTNa,https://open.spotify.com/track/0Om9WAB5RS09L80DyOfTNa,165597953,165597953,0,same_total,165597953
Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,https://open.spotify.com/track/3S7HNKPakdwNEBFIVTL6dZ,145047530,145047530,0,same_total,145047530
Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),4ABYxlb92WBIjHu7TIKmml,https://open.spotify.com/track/4ABYxlb92WBIjHu7TIKmml,116544040,116544040,0,same_total,116544040
If This Was A Movie (Taylor's Version),0kAZ3H6G9Zac4PMpmobMkj,https://open.spotify.com/track/0kAZ3H6G9Zac4PMpmobMkj,95705210,95705210,0,same_total,95705210
If This Was A Movie (Taylor's Version),0q6vsjvnCIWrtwRckCV7y0,https://open.spotify.com/track/0q6vsjvnCIWrtwRckCV7y0,95705210,95705210,0,same_total,95705210
closure,35rdVq36LMHQX0Suw9a6tK,https://open.spotify.com/track/35rdVq36LMHQX0Suw9a6tK,156825162,156825162,0,same_total,156825162
Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,https://open.spotify.com/track/7J4b3LVCIGO4CMBDFLPoP6,117748395,117748395,0,same_total,117748395
How You Get The Girl,6wfugRLamFsTRbPcCpNnP7,https://open.spotify.com/track/6wfugRLamFsTRbPcCpNnP7,193529013,193529013,0,same_total,193529013
Fifteen (Taylor's Version),2nqio0SfWg6gh2eCtfuMa5,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5,132759895,132759895,0,same_total,132759895
The Fate of Ophelia - Alone In My Tower Acoustic Version,3Z2nTctPsTsgqqJm5fCSvG,https://open.spotify.com/track/3Z2nTctPsTsgqqJm5fCSvG,16129169,16129169,0,same_total,16129169
Hey Stephen (Taylor's Version),550erGcdD9n6PnwxrvYqZT,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT,119160780,119160780,0,same_total,119160780
Clean,4bXCcoesMt8u99xMsbLr9U,https://open.spotify.com/track/4bXCcoesMt8u99xMsbLr9U,215833524,215833524,0,same_total,215833524
The Other Side Of The Door (Taylor's Version),1cSFlSBdpT4F5vb1frQ231,https://open.spotify.com/track/1cSFlSBdpT4F5vb1frQ231,97208588,97208588,0,same_total,97208588
It's Nice To Have A Friend,1SmiQ65iSAbPto6gPFlBYm,https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm,162076538,162076538,0,same_total,162076538
Last Kiss,1D27z8xNzjW0Mwwt1NCWhJ,https://open.spotify.com/track/1D27z8xNzjW0Mwwt1NCWhJ,139817422,139817422,0,same_total,139817422
All Too Well,4XMP3zVxrnr58T0tjIHvpR,https://open.spotify.com/track/4XMP3zVxrnr58T0tjIHvpR,271349646,271349646,0,same_total,271349646
When Emma Falls in Love (Taylor's Version) (From The Vault),0zo975x58DlXbZllWvfYhg,https://open.spotify.com/track/0zo975x58DlXbZllWvfYhg,110430068,110430068,0,same_total,110430068
Safe & Sound - from The Hunger Games Soundtrack,0z9UVN8VBHJ9HdfYsOuuNf,https://open.spotify.com/track/0z9UVN8VBHJ9HdfYsOuuNf,256408508,256408508,0,same_total,256408508
You're Not Sorry (Taylor's Version),6iiAfo4wTA2CVC3Uwx9uh8,https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8,98212019,98212019,0,same_total,98212019
Forever Winter (Taylor's Version) (From The Vault),3oGVx9RBmiYGv5ZCecWLkx,https://open.spotify.com/track/3oGVx9RBmiYGv5ZCecWLkx,122356423,122356423,0,same_total,122356423
Long Live,6XDBA3QWX51lDJ0oZbaJJN,https://open.spotify.com/track/6XDBA3QWX51lDJ0oZbaJJN,116887765,116887765,0,same_total,116887765
Opalite - Life Is A Song Acoustic Version,7y16ygjcEcfo1VYKxmgVZY,https://open.spotify.com/track/7y16ygjcEcfo1VYKxmgVZY,9763978,9763978,0,same_total,9763978
Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,https://open.spotify.com/track/7A2cNLRT0YJc1yjxHlKihs,94218421,94218421,0,same_total,94218421
Ours (Taylor's Version),3yNJkriPzWjkkDAWHIAVUq,https://open.spotify.com/track/3yNJkriPzWjkkDAWHIAVUq,81984860,81984860,0,same_total,81984860
The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,https://open.spotify.com/track/4e5ayHsOLJNLTGfjau2mEw,100615527,100615527,0,same_total,100615527
The Way I Loved You,77VotUUL79U10TAnYdqwvr,https://open.spotify.com/track/77VotUUL79U10TAnYdqwvr,83523155,83523155,0,same_total,83523155
Run (feat. Ed Sheeran) (Taylor's Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T,https://open.spotify.com/track/4IQkfUsrwXol38VV3U7t7T,167157228,167157228,0,same_total,167157228
Safe & Sound (feat. Joy Williams and John Paul White) (Taylor's Version),2RJnNdu4pb3MypbBroHU0T,https://open.spotify.com/track/2RJnNdu4pb3MypbBroHU0T,82655653,82655653,0,same_total,82655653
Safe & Sound (feat. Joy Williams and John Paul White) (Taylor's Version),6Q237Ts37YGYRIi5Vy5lVX,https://open.spotify.com/track/6Q237Ts37YGYRIi5Vy5lVX,82655653,82655653,0,same_total,82655653
Speak Now,7dXKdjpOaH2iwfFKmUj7aq,https://open.spotify.com/track/7dXKdjpOaH2iwfFKmUj7aq,161754855,161754855,0,same_total,161754855
The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,https://open.spotify.com/track/0NRHj8hDwwmSPaA41o379r,95422332,95422332,0,same_total,95422332
Breathe (feat. Colbie Caillat) (Taylor's Version),7HC7R2D8WjXVcUHJyEGjRs,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs,87568360,87568360,0,same_total,87568360
I Wish You Would,5gRYrtvyVyaCRvLt56OfuV,https://open.spotify.com/track/5gRYrtvyVyaCRvLt56OfuV,168001818,168001818,0,same_total,168001818
Wonderland,6iWMI5oOhWrDbLbjmwTWFq,https://open.spotify.com/track/6iWMI5oOhWrDbLbjmwTWFq,165933159,165933159,0,same_total,165933159
Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,https://open.spotify.com/track/7eQj6r5PIdYKEIZjucBMcq,113472524,113472524,0,same_total,113472524
Don't You (Taylor's Version) (From The Vault),4uuEGH5SVuzkkSFjo2DEiY,https://open.spotify.com/track/4uuEGH5SVuzkkSFjo2DEiY,92950489,92950489,0,same_total,92950489
You Are In Love,4A2LfnduSTsE8u0ecYROxE,https://open.spotify.com/track/4A2LfnduSTsE8u0ecYROxE,159654610,159654610,0,same_total,159654610
Fortnight (feat. Post Malone) - BLOND:ISH Remix,1gejz5ROvJBUb6WJzkMAcc,https://open.spotify.com/track/1gejz5ROvJBUb6WJzkMAcc,40536811,40536811,0,same_total,40536811
Karma (feat. Ice Spice),4i6cwNY6oIUU2XZxPIw82Y,https://open.spotify.com/track/4i6cwNY6oIUU2XZxPIw82Y,114243293,114243293,0,same_total,114243293
Begin Again,48A0aShHlovDfTMucMrE66,https://open.spotify.com/track/48A0aShHlovDfTMucMrE66,144560370,144560370,0,same_total,144560370
That's When (feat. Keith Urban) (Taylor's Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P,100569499,100569499,0,same_total,100569499
Jump Then Fall (Taylor's Version),2m3ObD945KvpE5y9A1eUWm,https://open.spotify.com/track/2m3ObD945KvpE5y9A1eUWm,76489411,76489411,0,same_total,76489411
Haunted,11UaQaEp2LvdspTyyuE3ur,https://open.spotify.com/track/11UaQaEp2LvdspTyyuE3ur,118540119,118540119,0,same_total,118540119
White Horse,1yFjBRQVhRdcdnrTE5LuyD,https://open.spotify.com/track/1yFjBRQVhRdcdnrTE5LuyD,125519988,125519988,0,same_total,125519988
Dear John,3K2es3gElMRJ3qvmPW442g,https://open.spotify.com/track/3K2es3gElMRJ3qvmPW442g,155623576,155623576,0,same_total,155623576
The Best Day (Taylor's Version),6ON9UuIq49xXY9GPmHIYRp,https://open.spotify.com/track/6ON9UuIq49xXY9GPmHIYRp,71102119,71102119,0,same_total,71102119
Today Was A Fairytale (Taylor's Version),2JoJrsEV15OzbijS47lids,https://open.spotify.com/track/2JoJrsEV15OzbijS47lids,72654267,72654267,0,same_total,72654267
Cornelia Street - Live From Paris,3fGnrtrtL1IHSX9t4DKOYf,https://open.spotify.com/track/3fGnrtrtL1IHSX9t4DKOYf,83455111,83455111,0,same_total,83455111
Cruel Summer - LP Giobbi Remix,37jfioVu3Bd2Du9bteXNDU,https://open.spotify.com/track/37jfioVu3Bd2Du9bteXNDU,44631018,44631018,0,same_total,44631018
State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,https://open.spotify.com/track/5jAIouBES8LWMiriuNq170,72138252,72138252,0,same_total,72138252
You All Over Me (feat. Maren Morris) (Taylor's Version) (From The Vault),4CHpVfAhuxNJ3ibExe6kxO,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO,132767351,132767351,0,same_total,132767351
You All Over Me (feat. Maren Morris) (Taylor's Version) (From The Vault),5pcjystBtalYeqaiXCcgEY,https://open.spotify.com/track/5pcjystBtalYeqaiXCcgEY,132767351,132767351,0,same_total,132767351
Innocent (Taylor's Version),12nBPF4Rh4XLFJV0YLN7uj,https://open.spotify.com/track/12nBPF4Rh4XLFJV0YLN7uj,67431207,67431207,0,same_total,67431207
Opalite - Chris Lake Remix,0ttGLmxI0mAkMblE6iRm2S,https://open.spotify.com/track/0ttGLmxI0mAkMblE6iRm2S,2292745,2292745,0,same_total,2292745
Fifteen,4yf9OivCH2lmQWN8mzpCC6,https://open.spotify.com/track/4yf9OivCH2lmQWN8mzpCC6,131439977,131439977,0,same_total,131439977
Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,https://open.spotify.com/track/0DMVrlMUn01M0IcpDbwgu7,77922446,77922446,0,same_total,77922446
This Love,1kTPQnabROVkW9bUXdCGrB,https://open.spotify.com/track/1kTPQnabROVkW9bUXdCGrB,120626411,120626411,0,same_total,120626411
Ruin The Friendship - My Advice Version,6hKfPNnVlA2cgTgKj6Vgcw,https://open.spotify.com/track/6hKfPNnVlA2cgTgKj6Vgcw,7442584,7442584,0,same_total,7442584
I Know Places,2zfgVd034GlUvk7LqBHl6u,https://open.spotify.com/track/2zfgVd034GlUvk7LqBHl6u,146425834,146425834,0,same_total,146425834
Forever & Always (Piano Version) (Taylor's Version),01QdEx6kFr78ZejhQtWR5m,https://open.spotify.com/track/01QdEx6kFr78ZejhQtWR5m,68950867,68950867,0,same_total,68950867
I'm Only Me When I'm With You,0JIdBrXGSJXS72zjF9ss9u,https://open.spotify.com/track/0JIdBrXGSJXS72zjF9ss9u,67516268,67516268,0,same_total,67516268
Superman (Taylor's Version),4evLyY5Ue1Wesc61t2KXAU,https://open.spotify.com/track/4evLyY5Ue1Wesc61t2KXAU,57681609,57681609,0,same_total,57681609
A Place in this World,73OX8GdpOeGzKC6OvGSbsv,https://open.spotify.com/track/73OX8GdpOeGzKC6OvGSbsv,56748700,56748700,0,same_total,56748700
Never Grow Up,3JilapcaOXzjR9gtvCY8FO,https://open.spotify.com/track/3JilapcaOXzjR9gtvCY8FO,99279615,99279615,0,same_total,99279615
Mary's Song (Oh My My My),2QrQCMel6v2JiLxqrg4p2O,https://open.spotify.com/track/2QrQCMel6v2JiLxqrg4p2O,63011134,63011134,0,same_total,63011134
Tell Me Why (Taylor's Version),0k0vFacOHNuArLWMiH60p7,https://open.spotify.com/track/0k0vFacOHNuArLWMiH60p7,74693143,74693143,0,same_total,74693143
Elizabeth Taylor - So Glamorous Cabaret Version,4UBWugj5D20ZveyzdGpqvD,https://open.spotify.com/track/4UBWugj5D20ZveyzdGpqvD,8509466,8509466,0,same_total,8509466
Babe (feat. Taylor Swift),40PXEOFLJc7UIpLMrhSfW1,https://open.spotify.com/track/40PXEOFLJc7UIpLMrhSfW1,122863334,122863334,0,same_total,122863334
Delicate - Recorded at The Tracking Room Nashville,1Fj0T1XKuhRu7EZzJ7NJIK,https://open.spotify.com/track/1Fj0T1XKuhRu7EZzJ7NJIK,52486581,52486581,0,same_total,52486581
Cold As You,7an1exwMnfYRcdVQm0yDev,https://open.spotify.com/track/7an1exwMnfYRcdVQm0yDev,57969790,57969790,0,same_total,57969790
Teardrops on My Guitar - Pop Version,4pJi1rVt9GNegU9kywjg4z,https://open.spotify.com/track/4pJi1rVt9GNegU9kywjg4z,46645711,46645711,0,same_total,46645711
Anti-Hero - Kungs Remix,2oWpe2L8ypC080BxpDVuTY,https://open.spotify.com/track/2oWpe2L8ypC080BxpDVuTY,40783080,40783080,0,same_total,40783080
Only The Young - Featured in Miss Americana,2slqvGLwzZZYsT4K4Y1GBC,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC,139902220,139902220,0,same_total,139902220
We Were Happy (Taylor's Version) (From The Vault),34V9RiEPe8MNdU32qJsJa1,https://open.spotify.com/track/34V9RiEPe8MNdU32qJsJa1,75495941,75495941,0,same_total,75495941
Change (Taylor's Version),3ExweHKZF9B752DPQByRVT,https://open.spotify.com/track/3ExweHKZF9B752DPQByRVT,58660770,58660770,0,same_total,58660770
Ronan (Taylor's Version),7nWui6jiMM2m9qFmET1Mtj,https://open.spotify.com/track/7nWui6jiMM2m9qFmET1Mtj,58098840,58098840,0,same_total,58098840
Fortnight (feat. Post Malone) - Acoustic Version,2BUTSRKPGRsyc9FnsC5Udd,https://open.spotify.com/track/2BUTSRKPGRsyc9FnsC5Udd,20531098,20531098,0,same_total,20531098
Wildest Dreams - R3hab Remix,5VDHMi7own9vDZjiwDES1e,https://open.spotify.com/track/5VDHMi7own9vDZjiwDES1e,17036378,17036378,0,same_total,17036378
Come In With The Rain (Taylor's Version),1n2wszmJyVkw6FHqyLnQsY,https://open.spotify.com/track/1n2wszmJyVkw6FHqyLnQsY,53701665,53701665,0,same_total,53701665
Bye Bye Baby (Taylor's Version) (From The Vault),4qUijfYU8EoIWiY6oSyrgT,https://open.spotify.com/track/4qUijfYU8EoIWiY6oSyrgT,70783477,70783477,0,same_total,70783477
Stay Beautiful,2ZoOmCSgj0ypVAmGd1ve4y,https://open.spotify.com/track/2ZoOmCSgj0ypVAmGd1ve4y,46653479,46653479,0,same_total,46653479
Tied Together with a Smile,6K0CJLVXqbGMeJSmJ4ENKK,https://open.spotify.com/track/6K0CJLVXqbGMeJSmJ4ENKK,45055076,45055076,0,same_total,45055076
Daylight - Live From Paris,7ryS0xBZNYjQqql34GCkDp,https://open.spotify.com/track/7ryS0xBZNYjQqql34GCkDp,35523701,35523701,0,same_total,35523701
The Outside,2QA3IixpRcKyOdG7XDzRgv,https://open.spotify.com/track/2QA3IixpRcKyOdG7XDzRgv,41520736,41520736,0,same_total,41520736
Superstar (Taylor's Version),51A8eKvvZz9uydvIZ7xRSV,https://open.spotify.com/track/51A8eKvvZz9uydvIZ7xRSV,48356116,48356116,0,same_total,48356116
Invisible,5OOd01o2YS1QFwdpVLds3r,https://open.spotify.com/track/5OOd01o2YS1QFwdpVLds3r,45980675,45980675,0,same_total,45980675
State Of Grace,786NsUYn4GGUf8AOt0SQhP,https://open.spotify.com/track/786NsUYn4GGUf8AOt0SQhP,68100212,68100212,0,same_total,68100212
Forever & Always,1zxrcAk6eiytfavqriMcKT,https://open.spotify.com/track/1zxrcAk6eiytfavqriMcKT,60471412,60471412,0,same_total,60471412
Delicate - Seeb Remix,2Sy2oGjP5RYB4cLVoDU0Gz,https://open.spotify.com/track/2Sy2oGjP5RYB4cLVoDU0Gz,52503069,52503069,0,same_total,52503069
Eldest Daughter - Now You're Home Acoustic Version,2JHzTARFUispsjZHKhrxxO,https://open.spotify.com/track/2JHzTARFUispsjZHKhrxxO,4571744,4571744,0,same_total,4571744
Holy Ground,5d2Kn9oAAh9S2EbyCo1i52,https://open.spotify.com/track/5d2Kn9oAAh9S2EbyCo1i52,60230606,60230606,0,same_total,60230606
Eyes Open (Taylor's Version),2NIBaWXdjaTDmytjjwbEfP,https://open.spotify.com/track/2NIBaWXdjaTDmytjjwbEfP,50786335,50786335,0,same_total,50786335
Breathe,0qsSmObOgBZfuMIwfAQDBP,https://open.spotify.com/track/0qsSmObOgBZfuMIwfAQDBP,75068686,75068686,0,same_total,75068686
The Story Of Us,3lXekiVK1ZPZbKconsys73,https://open.spotify.com/track/3lXekiVK1ZPZbKconsys73,52683759,52683759,0,same_total,52683759
Hey Stephen,4fWDgRZa0GKE5KZNhE9MQa,https://open.spotify.com/track/4fWDgRZa0GKE5KZNhE9MQa,55626408,55626408,0,same_total,55626408
A Perfectly Good Heart,1spLfUJxtyVyiKKTegQ2r4,https://open.spotify.com/track/1spLfUJxtyVyiKKTegQ2r4,34801116,34801116,0,same_total,34801116
September - Recorded at The Tracking Room Nashville,5eGX87IiKsGuzS3iw4CfCX,https://open.spotify.com/track/5eGX87IiKsGuzS3iw4CfCX,81565060,81565060,0,same_total,81565060
The Life of a Showgirl (feat. Sabrina Carpenter) - Dressing Room Rehearsal Version,2DF2sUvgHFKJ5TQGjm6n3T,https://open.spotify.com/track/2DF2sUvgHFKJ5TQGjm6n3T,5284267,5284267,0,same_total,5284267
Ours,1EQn3Uc5AyUXoiPLeyCrrg,https://open.spotify.com/track/1EQn3Uc5AyUXoiPLeyCrrg,78241599,78241599,0,same_total,78241599
Today Was A Fairytale,4pFvEWbjBpPUdYRQly0THs,https://open.spotify.com/track/4pFvEWbjBpPUdYRQly0THs,35425661,35425661,0,same_total,35425661
Today Was A Fairytale - US Version,1P5QpwOgXJuoVTm3CWbnLY,https://open.spotify.com/track/1P5QpwOgXJuoVTm3CWbnLY,35425661,35425661,0,same_total,35425661
