rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
24,Delicate,Taylor Swift,1865975,24,24,20,,
199,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",527309,192,2,7,,
