rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
50,Look What You Made Me Do,Taylor Swift,53685,50,12,28
200,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",19084,-1,2,1
