rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
37,Call It What You Want,Taylor Swift,1577884,-1,37,1
48,Look What You Made Me Do,Taylor Swift,1368439,45,1,71
95,Gorgeous,Taylor Swift,912985,88,7,15
109,...Ready For It?,Taylor Swift,829108,105,3,62
129,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",716248,127,2,307
