rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
9,Look What You Made Me Do,Taylor Swift,2971096,9,1,36
50,...Ready For It?,Taylor Swift,1354662,45,3,27
106,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",765197,101,2,272
