rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
33,willow,Taylor Swift,1718371,35,1,42,https://i.scdn.co/image/ab67616d0000b27337a5a19e52f8260b3b158e55,
154,champagne problems,Taylor Swift,809896,191,3,27,https://i.scdn.co/image/ab67616d0000b2732cbda52f11b1fd859e5cbab4,
