rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
70,cardigan,Taylor Swift,1170511,64,1,42,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,
105,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",926331,97,3,42,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,
155,the 1,Taylor Swift,736848,146,2,42,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,
