rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
60,Delicate,Taylor Swift,1113678,62,59,10,,
194,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",522496,193,2,2,,
