rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
64,cardigan,Taylor Swift,1196062,60,1,41,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,
97,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",943883,93,3,41,https://i.scdn.co/image/ab67616d0000b27370f823e59fb628187d79edc7,
146,the 1,Taylor Swift,752196,142,2,41,https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,
